,year,type,activity,sex,age,fatal_y_n,time,species,latitude,longitude
358,1999.0,Unprovoked,Other,M,Young Adult,N,Other,1.2 m [4'] shark,27.7567667,-81.4639835
359,1998.0,Unprovoked,Standing,F,Young Adult,N,Noon,Other,-30.5343665,135.6301212
360,1998.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,43.9792797,-120.737257
361,1998.0,Unprovoked,Other,M,Others,N,Other,Other,-32.2171831,26.6386401
362,1998.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,-32.2171831,26.6386401
363,1998.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Noon,Other,27.7567667,-81.4639835
364,1998.0,Unprovoked,Other,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
365,1997.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
366,1996.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,36.7014631,-118.755997
368,1994.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,-8.4116316,-37.5919699
369,1994.0,Unprovoked,Swimming,M,Others,N,Other,Other,-8.4116316,-37.5919699
370,1993.0,Unprovoked,Other,M,Others,N,Morning,Other,19.593801499999998,-155.42837009716908
371,1993.0,Unprovoked,Swimming,M,Others,Y,Other,Other,-8.4116316,-37.5919699
372,1993.0,Unprovoked,Scuba diving,F,Middle-aged Adult,Y,Evening,Other,19.6666671,-88.5000001
374,1992.0,Unprovoked,Surfing,M,Young Adult,Y,Noon,Other,-22.1646782,144.5844903
376,1992.0,Unprovoked,Other,F,Middle-aged Adult,N,Other,Tiger shark,19.593801499999998,-155.42837009716908
377,1992.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,-36.5986096,144.6780052
378,1991.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,19.593801499999998,-155.42837009716908
379,1991.0,Unprovoked,Surf-skiing,M,Others,N,Other,Other,-25.2303005,121.0187246
380,1990.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,-32.2171831,26.6386401
381,1990.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,-22.1646782,144.5844903
382,1989.0,Unprovoked,Other,M,Young Adult,Y,Noon,White shark,-33.546977,20.72753
383,1989.0,Unprovoked,Spearfishing,F,Young Adult,N,Other,Other,23.5654057,-75.88044508724352
385,1988.0,Unprovoked,Diving,M,Young Adult,N,Other,Other,-20.35569395,-40.28820017262445
386,1988.0,Unprovoked,Boogie boarding,M,Middle-aged Adult,N,Other,Other,27.7567667,-81.4639835
388,1986.0,Unprovoked,Spearfishing,M,Young Adult,N,Evening,Other,-28.503833,30.8875009
389,1986.0,Unprovoked,Surfing,M,Others,N,Evening,Other,-32.2171831,26.6386401
390,1986.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,-33.546977,20.72753
391,1985.0,Unprovoked,Spearfishing,M,Young Adult,N,Morning,Other,-33.546977,20.72753
393,1984.0,Unprovoked,Surfing,M,Others,N,Evening,Other,-28.503833,30.8875009
394,1983.0,Unprovoked,Surfing,M,Teenager,N,Other,Tiger shark,27.7567667,-81.4639835
395,1983.0,Unprovoked,Other,M,Teenager,N,Noon,Other,-28.503833,30.8875009
397,1982.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,-32.2171831,26.6386401
398,1981.0,Unprovoked,Surfing,M,Others,N,Other,Other,27.7567667,-81.4639835
399,1981.0,Unprovoked,Other,M,Others,N,Other,Other,-28.503833,30.8875009
402,1976.0,Unprovoked,Swimming,M,Teenager,Y,Other,Other,27.7567667,-81.4639835
403,1975.0,Unprovoked,Standing,M,Young Adult,N,Morning,Other,-28.503833,30.8875009
404,1974.0,Unprovoked,Other,M,Middle-aged Adult,N,Evening,Other,36.7014631,-118.755997
405,1973.0,Unprovoked,Other,M,Others,Y,Other,Other,17.666667,-100.0
406,1972.0,Unprovoked,Other,F,Others,N,Other,Other,-22.1646782,144.5844903
409,1970.0,Unprovoked,Other,M,Others,N,Other,Other,50.724140500000004,-3.6607788161410735
410,1967.0,Unprovoked,Other,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
411,1967.0,Unprovoked,Other,M,Young Adult,Y,Morning,White shark,-25.2303005,121.0187246
413,1967.0,Provoked,Spearfishing,M,Middle-aged Adult,N,Noon,Other,-36.5986096,144.6780052
415,1966.0,Unprovoked,Wading,M,Middle-aged Adult,N,Other,Other,1.2962018,103.77689765953073
416,1966.0,Provoked,Other,M,Teenager,N,Noon,Other,40.0757384,-74.4041622
417,1966.0,Unprovoked,Swimming,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
418,1965.0,Unprovoked,Swimming,M,Young Adult,N,Other,Other,19.333333,-96.666667
420,1965.0,Provoked,Other,M,Others,N,Other,Other,27.7567667,-81.4639835
421,1964.0,Unprovoked,Other,M,Young Adult,Y,Noon,Other,-22.1646782,144.5844903
423,1963.0,Unprovoked,Swimming,M,Teenager,Y,Noon,Other,-32.2171831,26.6386401
424,1963.0,Provoked,Fishing,M,Others,N,Other,Other,-31.8759835,147.2869493
425,1963.0,Unprovoked,Other,M,Others,Y,Morning,Other,-29.72938985,-52.41946898537459
426,1963.0,Unprovoked,Swimming,F,Middle-aged Adult,Y,Noon,Other,39.575592900000004,22.163444947273042
427,1962.0,Unprovoked,Spearfishing,M,Teenager,Y,Noon,Other,-30.5343665,135.6301212
429,1962.0,Unprovoked,Swimming,M,Young Adult,N,Noon,Other,-22.1646782,144.5844903
431,1961.0,Unprovoked,Swimming,M,Teenager,N,Morning,Other,36.7014631,-118.755997
432,1961.0,Provoked,Spearfishing,M,Others,N,Other,Other,-25.2303005,121.0187246
434,1960.0,Unprovoked,Other,M,Young Adult,N,Morning,Other,-22.1646782,144.5844903
435,1960.0,Provoked,Other,M,Others,N,Other,Other,8.4691383,-13.2437622
436,1960.0,Unprovoked,Treading water,M,Middle-aged Adult,N,Noon,Other,27.7567667,-81.4639835
438,1959.0,Unprovoked,Other,M,Young Adult,Y,Morning,Other,-22.1646782,144.5844903
442,1958.0,Unprovoked,Other,M,Others,Y,Other,Other,-28.503833,30.8875009
445,1954.0,Unprovoked,Wading,F,Young Adult,N,Night,Other,30.8703881,-92.007126
447,1953.0,Provoked,Other,M,Others,N,Other,Other,19.593801499999998,-155.42837009716908
448,1950.0,Unprovoked,Shark fishing,M,Others,N,Other,Other,7.7596435,81.58502050589375
450,1947.0,Unprovoked,Treading water,M,Teenager,N,Noon,Other,-28.503833,30.8875009
451,1946.0,Watercraft,Fishing,M,Young Adult,N,Evening,Other,-30.5343665,135.6301212
452,1945.0,Sea Disaster,Other,M,Young Adult,N,Other,Other,38.0058559,140.6242638
453,1944.0,Sea Disaster,Other,M,Others,Y,Other,Other,14.574348,121.0585012
454,1944.0,Unprovoked,Swimming,M,Young Adult,Y,Evening,Other,-28.503833,30.8875009
456,1943.0,Sea Disaster,Other,M,Others,Y,Other,Other,-22.1646782,144.5844903
457,1942.0,Sea Disaster,Other,M,Others,Y,Morning,Other,-28.503833,30.8875009
460,1940.0,Provoked,Other,M,Others,N,Other,Other,-19.8516101,133.2303375
461,1939.0,Unprovoked,Fishing,M,Others,Y,Other,Other,-22.535181,-44.0689639
462,1939.0,Unprovoked,Other,M,Others,Y,Other,Other,37.1232245,-78.4927721
463,1938.0,Unprovoked,Other,M,Others,N,Other,6' shark,-31.8759835,147.2869493
466,1934.0,Unprovoked,Standing,M,Child,Y,Other,Other,27.7567667,-81.4639835
467,1933.0,Unprovoked,Swimming,F,Others,N,Other,Other,41.6500201,-72.7342163
468,1928.0,Unprovoked,Other,M,Senior,Y,Other,Other,-10.416667,142.166667
470,1926.0,Unprovoked,Other,M,Others,N,Other,Other,-36.5986096,144.6780052
471,1922.0,Unprovoked,Swimming,M,Teenager,N,Other,Other,-33.546977,20.72753
472,1920.0,Unprovoked,Swimming,M,Teenager,N,Evening,Other,27.7567667,-81.4639835
473,1919.0,Unprovoked,Swimming,M,Others,N,Other,Other,27.7567667,-81.4639835
474,1915.0,Unprovoked,Other,M,Others,N,Other,Other,-10.416667,142.166667
477,1911.0,Unprovoked,Bathing,M,Others,Y,Other,Other,36.7213028,-4.4216366
478,1911.0,Provoked,Fishing,M,Others,N,Other,Other,38.6920451,-75.4013315
479,1911.0,Provoked,Fishing,M,Others,N,Other,5' shark,31.2638905,-98.5456116
480,1907.0,Unprovoked,Other,M,Others,N,Other,1.5 m [5'] shark,33.6874388,-80.4363743
481,1907.0,Unprovoked,Other,M,Others,Y,Other,Other,27.7567667,-81.4639835
482,1906.0,Unprovoked,Other,M,Others,N,Other,Other,12.789585,45.028504
483,1905.0,Unprovoked,Wading,M,Teenager,Y,Other,Other,35.6729639,-79.0392919
484,1905.0,Unprovoked,Other,M,Others,Y,Other,Other,-9.0,120.0
485,1905.0,Unprovoked,Swimming,M,Others,N,Other,Other,27.7567667,-81.4639835
486,1901.0,Unprovoked,Bathing,M,Others,Y,Other,Other,-22.1646782,144.5844903
487,1899.0,Watercraft,Rowing,M,Others,N,Other,Other,27.7567667,-81.4639835
489,1897.0,Unprovoked,Other,M,Others,Y,Other,Other,-28.503833,30.8875009
492,1878.0,Sea Disaster,Other,M,Others,Y,Other,Other,40.4586059,19.4669559
494,1871.0,Provoked,Shark fishing,M,Others,N,Other,Other,40.7127281,-74.0060152
495,1868.0,Sea Disaster,Other,M,Others,Y,Other,Other,1.3107806,103.8801126
497,1862.0,Unprovoked,Other,F,Others,N,Other,Other,19.593801499999998,-155.42837009716908
498,1860.0,Sea Disaster,Other,M,Others,Y,Other,Other,-21.92499155,-157.92128408070093
502,1972.0,Unprovoked,Other,M,Others,N,Other,Other,-10.416667,142.166667
503,1972.0,Unprovoked,Fishing,M,Others,Y,Other,Other,-35.29652355,149.12957364767345
504,1972.0,Unprovoked,Diving,M,Others,Y,Other,Other,-25.2303005,121.0187246
505,2023.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
506,2023.0,Unprovoked,Spearfishing,M,Middle-aged Adult,Y,Morning,Other,-20.2316547,164.029894
508,2022.0,Unprovoked,Spearfishing,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
509,2022.0,Unprovoked,Other,M,Senior,N,Noon,Other,27.7567667,-81.4639835
510,2022.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
511,2022.0,Unprovoked,Other,F,Middle-aged Adult,N,Morning,Other,-31.8759835,147.2869493
512,2021.0,Unprovoked,Spearfishing,M,Young Adult,N,Morning,Bull shark,-22.1646782,144.5844903
513,2021.0,Unprovoked,Swimming,M,Others,N,Morning,Other,40.7127281,-74.0060152
514,2021.0,Unprovoked,Wading,M,Middle-aged Adult,Y,Noon,Other,-8.4116316,-37.5919699
515,2021.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Other,Other,-8.4116316,-37.5919699
516,2020.0,Unprovoked,Snorkeling,M,Young Adult,N,Morning,Bull shark,27.7567667,-81.4639835
518,2020.0,Unprovoked,Surfing,M,Others,N,Noon,Other,27.7567667,-81.4639835
519,2020.0,Unprovoked,Other,M,Others,N,Morning,Tiger shark,20.802956799999997,-156.31068331602177
520,2019.0,Unprovoked,Snorkeling,F,Young Adult,Y,Noon,Other,26.661223200000002,-78.26845128704834
522,2018.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Morning,Other,-31.8759835,147.2869493
523,2018.0,Unprovoked,Surfing,M,Others,N,Morning,Other,27.7567667,-81.4639835
524,2018.0,Unprovoked,Other,M,Middle-aged Adult,N,Other,Other,-28.503833,30.8875009
525,2018.0,Unprovoked,Surfing,M,Others,N,Other,Other,-25.2303005,121.0187246
526,2017.0,Unprovoked,Surfing,F,Young Adult,N,Noon,Other,36.7014631,-118.755997
527,2017.0,Unprovoked,Snorkeling,F,Young Adult,N,Other,Other,-20.35569395,-40.28820017262445
529,2017.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,-31.8759835,147.2869493
531,2017.0,Watercraft,Canoeing,M,Others,N,Other,Other,-38.00353045,175.95782102762962
532,2017.0,Unprovoked,Other,M,Teenager,N,Evening,Other,27.7567667,-81.4639835
533,2017.0,Unprovoked,Surfing,M,Others,N,Other,Other,27.7567667,-81.4639835
534,2017.0,Unprovoked,Body boarding,M,Middle-aged Adult,N,Morning,Other,-25.2303005,121.0187246
535,2017.0,Provoked,Other,M,Young Adult,N,Other,Other,-22.1646782,144.5844903
536,2016.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Other,Other,27.7567667,-81.4639835
537,2016.0,Unprovoked,Surfing,M,Others,N,Evening,Other,-22.1646782,144.5844903
538,2016.0,Unprovoked,Swimming,F,Middle-aged Adult,N,Noon,Other,19.593801499999998,-155.42837009716908
539,2016.0,Unprovoked,Swimming,M,Senior,N,Morning,Other,27.7567667,-81.4639835
542,2015.0,Unprovoked,Body boarding,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
543,2015.0,Unprovoked,Surfing,M,Young Adult,N,Evening,Other,27.7567667,-81.4639835
544,2014.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,27.7567667,-81.4639835
545,2014.0,Unprovoked,Surfing,M,Others,N,Evening,Other,-30.5343665,135.6301212
546,2013.0,Unprovoked,Surfing,M,Others,N,Other,Other,27.7567667,-81.4639835
547,2013.0,Unprovoked,Surfing,F,Teenager,N,Noon,3' shark,27.7567667,-81.4639835
549,2013.0,Unprovoked,Fishing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
550,2013.0,Unprovoked,Wading,F,Others,N,Morning,Other,19.6666671,-88.5000001
551,2013.0,Unprovoked,Body surfing,M,Young Adult,N,Other,Other,-36.5986096,144.6780052
552,2013.0,Unprovoked,Other,M,Middle-aged Adult,Y,Other,Other,-8.4116316,-37.5919699
553,2013.0,Watercraft,Fishing,M,Others,N,Other,Other,-36.5986096,144.6780052
554,2012.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,-31.8759835,147.2869493
555,2012.0,Unprovoked,Paddle boarding,M,Middle-aged Adult,N,Morning,Other,19.593801499999998,-155.42837009716908
557,2012.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Morning,Other,27.7567667,-81.4639835
559,2012.0,Unprovoked,Paddle boarding,F,Teenager,N,Morning,White shark,36.7014631,-118.755997
560,2012.0,Unprovoked,Fishing,M,Others,N,Noon,Other,-31.8759835,147.2869493
561,2011.0,Unprovoked,Surfing,M,Teenager,N,Other,Wobbegong shark,-31.8759835,147.2869493
562,2011.0,Unprovoked,Surfing,M,Young Adult,N,Evening,Other,-21.0548416,55.2248423
563,2010.0,Unprovoked,Other,M,Others,N,Evening,Other,14.0779378,108.9898798
564,2010.0,Unprovoked,Bathing,M,Others,N,Morning,Other,14.0779378,108.9898798
565,2009.0,Unprovoked,Other,M,Others,N,Other,Other,1.3107806,103.8801126
566,2009.0,Unprovoked,Spearfishing,M,Teenager,N,Other,Bull shark,26.3918096,-77.1370018
567,2009.0,Unprovoked,Surfing,M,Teenager,Y,Other,Other,-32.2171831,26.6386401
568,2009.0,Unprovoked,Surfing,F,Teenager,N,Evening,Other,27.7567667,-81.4639835
569,2009.0,Unprovoked,Surfing,M,Others,N,Evening,Other,-31.8759835,147.2869493
570,2008.0,Unprovoked,Swimming,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
571,2008.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
572,2008.0,Unprovoked,Other,M,Others,N,Other,Other,-33.546977,20.72753
573,2008.0,Unprovoked,Surfing,M,Young Adult,Y,Other,Tiger shark,21.0699636,-97.6417454
574,2007.0,Unprovoked,Other,M,Teenager,N,Evening,Other,27.7567667,-81.4639835
576,2007.0,Unprovoked,Spearfishing,M,Others,N,Other,Other,-20.9328607,167.16578476651785
577,2006.0,Unprovoked,Swimming,M,Others,N,Evening,Other,27.7567667,-81.4639835
579,2006.0,Unprovoked,Fishing,M,Others,Y,Other,Other,8.33460325,-13.065601629260717
580,2005.0,Unprovoked,Surfing,M,Others,N,Other,Other,27.7567667,-81.4639835
581,2005.0,Unprovoked,Walking,M,Child,N,Evening,Other,31.2638905,-98.5456116
582,2005.0,Unprovoked,Surfing,M,Teenager,N,Morning,1.8 m [6'] shark,35.6729639,-79.0392919
583,2005.0,Unprovoked,Wading,F,Senior,N,Other,Other,27.7567667,-81.4639835
584,2004.0,Unprovoked,Other,F,Teenager,N,Noon,Other,33.6874388,-80.4363743
585,2004.0,Unprovoked,Spearfishing,M,Others,N,Noon,Other,-38.00353045,175.95782102762962
586,2004.0,Unprovoked,Scuba diving,M,Middle-aged Adult,N,Morning,Other,-25.2303005,121.0187246
587,2004.0,Watercraft,Surf skiing,M,Others,N,Other,Other,-28.503833,30.8875009
588,2003.0,Unprovoked,Swimming,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
589,2003.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Noon,Other,27.7567667,-81.4639835
590,2003.0,Unprovoked,Surfing,F,Others,N,Noon,Other,27.7567667,-81.4639835
591,2003.0,Unprovoked,Surf skiing,M,Middle-aged Adult,N,Other,Other,-19.8516101,133.2303375
592,2003.0,Unprovoked,Spearfishing,M,Others,N,Other,Other,-17.68734395,-149.44516811423745
593,2003.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Noon,Other,27.7567667,-81.4639835
594,2002.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
595,2002.0,Provoked,Other,M,Middle-aged Adult,N,Evening,Other,27.7567667,-81.4639835
596,2001.0,Invalid,Surfing,M,Middle-aged Adult,N,Other,Other,-25.2303005,121.0187246
597,2001.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,35.6729639,-79.0392919
598,2001.0,Unprovoked,Swimming,M,Teenager,N,Other,1.5 m [5'] shark,31.2638905,-98.5456116
599,2001.0,Unprovoked,Other,M,Others,N,Noon,Other,19.593801499999998,-155.42837009716908
600,2000.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Morning,Other,33.2588817,-86.8295337
601,1998.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,-8.4116316,-37.5919699
602,1998.0,Unprovoked,Other,F,Young Adult,Y,Noon,Other,-23.328398,32.8066057
603,1998.0,Unprovoked,Swimming,M,Others,N,Morning,Other,27.7567667,-81.4639835
605,1995.0,Unprovoked,Fishing,M,Teenager,N,Noon,Other,-18.623146849999998,-174.00213804910913
606,1995.0,Unprovoked,Surfing,M,Others,N,Noon,Other,27.7567667,-81.4639835
608,1994.0,Unprovoked,Body boarding,M,Young Adult,N,Noon,Other,-33.546977,20.72753
609,1994.0,Unprovoked,Surfing,M,Young Adult,Y,Noon,Other,-32.2171831,26.6386401
610,1994.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
611,1993.0,Unprovoked,Swimming,F,Young Adult,N,Morning,Other,27.7567667,-81.4639835
612,1992.0,Unprovoked,Other,M,Child,N,Other,Other,19.593801499999998,-155.42837009716908
613,1991.0,Questionable,Fishing,M,Senior,N,Other,Other,29.82494949952984,-95.478675434839
614,1991.0,Unprovoked,Surfing,M,Young Adult,N,Evening,Other,-21.2657819,55.3668941
615,1990.0,Unprovoked,Wading,F,Middle-aged Adult,N,Other,Other,31.2638905,-98.5456116
618,1989.0,Unprovoked,Body boarding,M,Child,N,Other,Other,19.593801499999998,-155.42837009716908
619,1987.0,Unprovoked,Swimming,M,Child,Y,Noon,Other,-16.099635499999998,167.416024
620,1987.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,-25.2303005,121.0187246
621,1985.0,Unprovoked,Other,M,Others,N,Other,Other,35.6729639,-79.0392919
623,1985.0,Unprovoked,Other,F,Child,N,Other,Other,33.6874388,-80.4363743
624,1985.0,Unprovoked,Snorkeling,M,Teenager,N,Noon,Other,37.587794,14.155048
625,1985.0,Provoked,Spearfishing,M,Young Adult,N,Morning,Other,-28.503833,30.8875009
626,1985.0,Unprovoked,Fishing,M,Others,Y,Other,Bull shark,52.1003633,4.285897
627,1984.0,Unprovoked,Other,M,Young Adult,Y,Morning,Other,36.7014631,-118.755997
628,1983.0,Unprovoked,Fishing,M,Young Adult,N,Evening,Other,-32.2171831,26.6386401
630,1981.0,Unprovoked,Surfing,M,Young Adult,Y,Other,Other,36.7014631,-118.755997
631,1981.0,Unprovoked,Other,M,Young Adult,N,Other,Tiger shark,27.7567667,-81.4639835
632,1978.0,Unprovoked,Other,M,Others,N,Other,Other,-22.1646782,144.5844903
633,1976.0,Unprovoked,Other,M,Young Adult,N,Morning,Other,36.7014631,-118.755997
634,1976.0,Unprovoked,Other,F,Others,N,Other,Other,-22.1646782,144.5844903
635,1974.0,Unprovoked,Other,M,Others,Y,Other,Other,22.48988395,114.4011686786859
637,1972.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,27.7567667,-81.4639835
640,1967.0,Unprovoked,Other,M,Others,N,Night,Other,14.7453714,-17.5238423
641,1967.0,Provoked,Other,M,Young Adult,N,Other,Other,-35.29652355,149.12957364767345
642,1967.0,Provoked,Other,M,Young Adult,N,Other,Other,-38.00353045,175.95782102762962
643,1966.0,Unprovoked,Wading,M,Child,N,Noon,Other,27.7567667,-81.4639835
645,1965.0,Unprovoked,Treading water,M,Young Adult,N,Noon,Other,-28.503833,30.8875009
646,1965.0,Unprovoked,Swimming,M,Others,N,Other,1.5 m [5'] shark,-36.5986096,144.6780052
647,1964.0,Provoked,Other,M,Young Adult,N,Other,Other,-31.8759835,147.2869493
648,1964.0,Unprovoked,Swimming,M,Others,N,Morning,3' shark,27.7567667,-81.4639835
650,1964.0,Unprovoked,Fishing,M,Others,Y,Other,Tiger shark,-5.2245897,151.55696765353173
651,1964.0,Unprovoked,Other,M,Others,N,Evening,Other,-33.546977,20.72753
653,1963.0,Unprovoked,Swimming,M,Young Adult,Y,Noon,Other,17.789187,-64.7080574
654,1962.0,Provoked,Other,M,Middle-aged Adult,N,Morning,Other,36.7014631,-118.755997
655,1961.0,Provoked,Spearfishing,M,Young Adult,N,Morning,Other,-25.2303005,121.0187246
656,1961.0,Unprovoked,Other,M,Others,N,Other,Other,-4.32630015,152.24329276505975
657,1961.0,Provoked,Other,F,Others,N,Other,Other,-25.2303005,121.0187246
659,1960.0,Unprovoked,Scuba diving,M,Middle-aged Adult,N,Morning,Other,27.7567667,-81.4639835
660,1960.0,Unprovoked,Other,M,Senior,Y,Other,Other,14.38317435,120.5739501176935
661,1960.0,Unprovoked,Other,M,Others,N,Noon,Other,-31.8759835,147.2869493
664,1959.0,Sea Disaster,Other,M,Young Adult,N,Evening,Other,27.7567667,-81.4639835
666,1958.0,Provoked,Other,M,Others,N,Other,Other,17.54526,-99.49698408240639
667,1958.0,Unprovoked,Walking,M,Teenager,N,Evening,Other,27.7567667,-81.4639835
668,1957.0,Unprovoked,Other,M,Young Adult,Y,Evening,Other,-9.4310769,159.9552552
669,1957.0,Unprovoked,Other,M,Others,N,Other,Other,11.5141037,162.06439324194528
670,1956.0,Unprovoked,Diving,M,Others,N,Other,Other,-5.0,145.5
672,1956.0,Unprovoked,Other,M,Others,Y,Other,Other,-3.0,151.5
673,1955.0,Unprovoked,Swimming,F,Others,Y,Other,Other,12.789585,45.028504
674,1954.0,Unprovoked,Other,M,Young Adult,Y,Other,Other,-14.306479150000001,-170.75973867367094
675,1954.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,-22.1646782,144.5844903
676,1953.0,Unprovoked,Other,M,Others,Y,Other,Tiger shark,-10.0226491,151.5800288
677,1952.0,Sea Disaster,Other,M,Others,Y,Other,Other,36.7014631,-118.755997
680,1950.0,Unprovoked,Fishing,M,Young Adult,N,Other,4' shark,-22.1646782,144.5844903
681,1950.0,Unprovoked,Other,M,Others,N,Other,Other,-20.1472512,164.12375677974939
683,1947.0,Unprovoked,Swimming,M,Young Adult,Y,Other,Other,-8.4116316,-37.5919699
684,1947.0,Unprovoked,Treading water,M,Young Adult,N,Noon,Other,-28.503833,30.8875009
691,1941.0,Unprovoked,Other,M,Child,Y,Other,Other,31.5563051,49.0058885
692,1939.0,Unprovoked,Other,M,Others,Y,Other,Other,-10.0,148.0
693,1938.0,Provoked,Fishing,M,Teenager,N,Other,Other,-22.1646782,144.5844903
694,1938.0,Unprovoked,Swimming,M,Others,N,Other,Other,-28.503833,30.8875009
695,1937.0,Unprovoked,Surf skiing,M,Others,N,Other,Other,-31.8759835,147.2869493
697,1935.0,Unprovoked,Other,M,Others,N,Other,Other,36.7014631,-118.755997
698,1934.0,Unprovoked,Swimming,M,Child,N,Other,Other,32.3293809,-83.1137366
